climate_cell,cell_ID,RCNII,X_L93,Y_L93
12,68558,72,-272497,286942
12,68559,79,-272497,287442
12,68560,79,-272497,287942
12,68561,79,-272497,288442
12,68562,67.5,-272497,288942
12,68563,79,-272497,289442
12,68564,67.5,-272497,289942
12,68890,72,-271997,282442
12,68891,79,-271997,282942
12,68892,79,-271997,283442
12,68893,72,-271997,283942
12,68894,72,-271997,284442
12,68895,54,-271997,284942
12,68896,54,-271997,285442
12,68897,72,-271997,285942
12,68898,72,-271997,286442
12,68899,79,-271997,286942
12,68900,79,-271997,287442
12,68901,79,-271997,287942
12,68902,79,-271997,288442
12,68903,79,-271997,288942
12,68904,79,-271997,289442
12,68905,67.5,-271997,289942
13,64472,100,-278497,290942
13,64812,61.5,-277997,290942
13,65152,61.5,-277497,290942
13,65153,23.5,-277497,291442
13,65493,79,-276997,290942
13,65494,66,-276997,291442
13,65834,67.5,-276497,290942
13,65835,85,-276497,291442
13,65836,100,-276497,291942
13,66176,72,-275997,290942
13,66177,72,-275997,291442
13,66178,23.5,-275997,291942
13,66518,72,-275497,290942
13,66519,72,-275497,291442
13,66859,79,-274997,290942
13,66860,79,-274997,291442
13,67200,79,-274497,290942
13,67201,67.5,-274497,291442
13,67541,79,-273997,290942
13,67542,100,-273997,291442
13,67881,67.5,-273497,290442
13,67882,67.5,-273497,290942
13,67883,67.5,-273497,291442
13,67884,100,-273497,291942
13,68224,67.5,-272997,290442
13,68225,67.5,-272997,290942
13,68226,23.5,-272997,291442
13,68565,67.5,-272497,290442
13,68566,64,-272497,290942
13,68567,61.5,-272497,291442
13,68906,67.5,-271997,290442
13,68907,79,-271997,290942
13,68908,61.5,-271997,291442
13,68909,100,-271997,291942
14,62097,79,-281997,283942
14,62098,79,-281997,284442
14,62431,79,-281497,283442
14,62432,79,-281497,283942
14,62433,79,-281497,284442
14,62434,72,-281497,284942
14,62435,72,-281497,285442
14,62441,61.5,-281497,288442
14,62766,79,-280997,283442
14,62767,72,-280997,283942
14,62768,72,-280997,284442
14,62769,72,-280997,284942
14,62770,72,-280997,285442
14,62771,54,-280997,285942
14,62772,72,-280997,286442
14,62775,23.5,-280997,287942
14,62776,23.5,-280997,288442
14,62777,23.5,-280997,288942
14,62778,23.5,-280997,289442
14,63103,79,-280497,283442
14,63104,54,-280497,283942
14,63105,54,-280497,284442
14,63106,72,-280497,284942
14,63107,72,-280497,285442
14,63108,72,-280497,285942
14,63109,54,-280497,286442
14,63110,72,-280497,286942
14,63111,72,-280497,287442
14,63112,23.5,-280497,287942
14,63113,23.5,-280497,288442
14,63114,61.5,-280497,288942
14,63115,61.5,-280497,289442
14,63116,100,-280497,289942
14,63440,79,-279997,282942
14,63441,54,-279997,283442
14,63442,54,-279997,283942
14,63443,100,-279997,284442
14,63444,72,-279997,284942
14,63445,72,-279997,285442
14,63446,54,-279997,285942
14,63447,54,-279997,286442
14,63448,72,-279997,286942
14,63449,54,-279997,287442
14,63450,23.5,-279997,287942
14,63451,23.5,-279997,288442
14,63452,61.5,-279997,288942
14,63453,79,-279997,289442
14,63454,67.5,-279997,289942
14,63785,72,-279497,286442
14,63786,72,-279497,286942
14,63787,72,-279497,287442
14,63788,54,-279497,287942
14,63789,61.5,-279497,288442
14,63790,79,-279497,288942
14,63791,79,-279497,289442
14,63792,61.5,-279497,289942
14,63793,100,-279497,290442
